Question_ID,Questions,Answers
9167296,What is obsessive-compulsive personality disorder?,"A personality disorder is a pattern of thoughts, feelings, and behaviours that last for a long time and causes some sort of problem or distress. 
 Obsessive-compulsive personality disorder or OCPD is about control. People with OCPD have very inflexible thinking and expect everything to be ordered, perfect, and done their ""correct"" way. This happens at the expense of other important things in life, including relationships with others. Work can take priority over every other part of life, too, and people with OCPD may seem excessively dedicated, but may be unable to complete tasks due to perfectionism. They may struggle to delegate and may distrust other people’s contributions. People with OCPD may not tolerate uncertainty and may have a very rigid understanding of the world—something is either right or wrong. They may also have a hard time spending money on themselves or others, and they may experience hoarding, the inability to throw away items from their homes. The conflict between the desire for neatness or order and the inability to throw things out may cause a lot of anxiety. 
 While obsessive-compulsive personality disorder and obsessive-compulsive disorder (OCD) have a similar name, they are not the same illness. People with obsessive-compulsive disorder usually understand that their obsessions and compulsions are illogical and usually experience a lot of distress, even though they may not be able to stop obsessions or compulsions. Compulsions are an attempt to reduce anxiety, not to find pleasure. People with obsessive-compulsive personality disorder may view their thoughts as part of who they are, see their thoughts as logical, and may find pleasure or benefit in completing compulsive tasks. They may experience a lot of distress when they can’t achieve control or the perfectionism they want. 
 Obsessive-compulsive personality disorder is one of the most common personality disorders. Treatment may include some combination of psychotherapy, medication, and self-help strategies. To find help for OCPD, talk to your family doctor, find a psychologist through the BC Psychological Association, or call 811 to talk to a HealthLink BC navigator."
9049618,What is binge-eating disorder?,"Binge-eating disorder or BED is a type of eating disorder. It involves episodes of eating a lot of food in a short amount of time, past the point of feeling full, and feelings of being out of control or unable to stop eating. People who experience binge-eating disorder may binge even when they don’t feel hungry. They may feel temporarily comforted by food, and then feel depressed, upset, guilty, or ashamed of their eating. As a result, many people try to keep binge-eating symptoms a secret. You can’t tell if someone experiences binge-eating disorder just from the way they look or the way they eat around others. 
 While a lot of people have the experience of eating too much a few times and feeling uncomfortable after, people who experience binge-eating disorder experience many binges for a long period of time. 
 Binge-eating disorder is treatable. Talk to your doctor or a mental health professional if you think you might have binge-eating disorder."
7984793,What’s the difference between dissociative identity disorder (multiple personality disorder) and schizophrenia?,"Sometimes, people confuse dissociative identity disorder, formerly known as multiple personality disorder, and schizophrenia. Schizophrenia does mean “split mind,” but the name was meant to describe the ‘split’ from reality that you experience during an episode of psychosis, as well as changes in thoughts, emotions, and other functions. Dissociative identity disorder, on the other hand, does cause a split or fragmented understanding of a person’s sense of themselves. 
 Dissociative identity disorder is really more about fragmented identities than many different personalities that develop on their own. Most people see different parts of their being as part of the whole person. For people who experience DID, identity fragments may have very different characteristics, including their own history, identity, and mannerisms. A key part of DID is dissociation—feeling detached to the world around you. People who experience DID may have many unexplainable gaps in their memory, forget information they’re already learned, or have difficulties recalling things they’ve said or done. Unlike portrayals of DID on TV or in movies, DID may not be obvious to others, and it can take a lot of time to come to the diagnosis. 
 Schizophrenia is a serious mental illness that causes hallucinations (sensations that aren’t real) and delusions (beliefs that can’t possibly be true, in addition to other symptoms like jumbled thoughts, jumbled speech, and difficulties expressing emotions. People who experience schizophrenia may hear or feel things that aren’t real or believe things that can’t be real, but these aren’t separate identities."
6085633,What's the difference between psychosis and schizophrenia?,"Psychosis is a syndrome or group of symptoms. Someone experiencing an episode of psychosis is having a ‘break’ with reality. Major symptoms of psychosis are hallucinations and delusions. Hallucinations are sensations that are not real, such as hearing voices or sounds that aren’t real. Hearing voices is a common hallucination, but hallucinations can be experiences with any sense—hearing, sight, smell, taste, or touch. Delusions are strong beliefs that can’t possibly be true. Common delusions include the belief that someone is following or monitoring you, or the belief that you have extraordinary powers or abilities. Other symptoms of psychosis include difficulties concentrating, completing tasks, or making decisions. Thoughts may feel ‘jumbled’ or confused. Some people have a hard time following conversations or speaking clearly. Psychosis can even affect the way people move or express their emotions. 
 Schizophrenia is a mental illness that causes psychosis, but schizophrenia also has other symptoms. And it isn’t the only cause of psychosis. In some cases, other mental illnesses cause psychosis, including depression, bipolar disorder, dementia and borderline personality disorder. Psychosis may come up during times of extreme stress, a major lack of sleep, or trauma. People who are using or withdrawing from certain drugs or medications may experience psychosis. Psychosis may also be caused by a brain injury, neurological problem, or other health problem. So while psychosis can be a part of schizophrenia, it can be caused by many other things too. 
 Psychosis and schizophrenia are treatable. It’s important to seek help as soon as possible."
1896541,What are positive and negative symptoms?,"Positive and negative symptoms are medical terms for two groups of symptoms in schizophrenia. 
 Positive symptoms add. Positive symptoms include hallucinations (sensations that aren’t real), delusions (beliefs that can’t be real), and repetitive movements that are hard to control. 
 Negative symptoms take away. Negative symptoms include the inability to show emotions, apathy, difficulties talking, and withdrawing from social situations and relationships. 
 There is also a third group of symptoms, usually called cognitive symptoms. This includes anything related to thinking, such as disorganized thoughts, memory problems, and difficulties with focus and attention."
4962901,What is a prodrome?,"Prodrome is a medical term for early signs or symptoms of an illness or health problem that appear before the major signs or symptoms start. 
 Psychosis, a group of symptoms found in disorders like schizophrenia, is one illness with a specific prodrome. With psychosis, prodrome signs and symptoms start before full symptoms like hallucinations and delusions appear. 
 Common symptoms in the prodrome of psychosis include: 
 These symptoms are found in many other mental illnesses, so it isn’t always clear at the time if this is a prodrome of psychosis or schizophrenia or something else. It’s best to seek help whenever you are concerned about your mental health or a loved one’s mental health. Psychosis and schizophrenia are much easier to manage and treat when treatment starts early."
6869967,I’m an adult and I think I might have ADHD. What can I do next?,"While we think of attention-deficit/hyperactivity disorder as an illness that affects children, it can last into adulthood—and some people aren’t diagnosed until much later in life. 
 ADHD is diagnosed like any other mental illness, so your family doctor is a good place to start. Your family doctor may be able to assess your mental health and start treatment, if needed, or they may refer you to more specialized mental health services. 
 There are a few organizations that can help you find good resources and find some support: 
 The Canadian Attention Deficit Hyperactivity Disorder Resource Alliance (CADDRA) is an organization that supports health professionals who research ADHD, treat and support people diagnosed with ADHD, and trains professionals. In the ‘Public Info’ section of their website, you’ll find more information on adult ADHD and the assessment process. You’ll also find extensive resources and recommended publications. 
 The Centre for ADHD Awareness, Canada provides education and advocacy for Canadians who experience ADHD. They have a section on their website for adults, including information on symptoms and assessments, treatments, ADHD in the workplace, resources, and a reading list. 
 CHADD Vancouver offers a monthly support group for adults in the Vancouver area."
4824231,What’s the difference between substance use and addiction?,"People tend to use the word “addiction” to mean very different things. “I am addicted to shopping” might mean only that the speaker likes to shop. On the other hand, “He is addicted” might mean the speaker thinks the other person is completely unable to control his own behaviour. When people use the word about psychoactive (mind-altering) substances like alcohol, tobacco, or other drugs, they often assume these drugs are dangerous and have the power to control human behaviour. 
 The evidence, however, suggests a quite different picture. While substance use can clearly contribute to health and social problems, substances can be beneficial for some people in some situations. Many people celebrate a special occasion with a nice glass of wine, for example. Some people use tobacco as a powerful symbol in cultural and spiritual ceremonies. In fact, substances have been used by humans throughout history for many reasons: to feel good, to feel better, to improve performance, for cultural/spiritual reasons, and to have new experiences. 
 Substance use is more complicated than just “good” or “bad.” It’s helpful to think of substance use along a continuum, from beneficial use to harmful use. Along the middle of the continuum, substance use may be both beneficial and harmful. You have an enjoyable night out with friends, but feel a little ill the next day. At the far end of the continuum, some people develop dependence—they need to continually use the drug in order to feel normal and will keep using even when that leads to financial difficulties, problems at home or at work, health problems, or legal problems. 
 In general, substance use is a problem when it causes problems for you or others—and how much use causes problems will be different for different people in different situations. The reason a person uses a substance influences the risk of developing problems. For instance, if a person uses a substance to have fun, only occasional social use may follow. But when a person uses a substance to cope with a long-term problem such as social anxiety, then more long lasting and intense use may follow. Managing our risk involves being aware of why we are using and what impacts our use is having on ourselves and those around us. The wisdom of our ancestors suggests a guiding principle—not too much, not too often, and only in safe contexts."
4294616,How can I find help for an alcohol or drug use problem?,"Seeking to make changes in the way you use substances like alcohol or other drugs? This can be an important step! 
 Some people are able to reduce their substance use or quit altogether on their own or with self-help materials. But most of us need support from other people—family members, friends, health professionals, or other people struggling with substance use problems. The right help for you depends on many factors. These include the type of drug you are using, how much and how often, your health and social situation and, of course, your own preferences. Getting help doesn’t mean giving up control of shaping your own path. You are still the one who makes the final decisions about the type and degree of change you make. 
 One way to get help is to talk to a doctor you trust and feel comfortable confiding in. If you aren’t comfortable talking in person, you can also get advice from a registered nurse (along with advice on programs or services in your area) by calling HealthLink BC at 8-1-1. Since some drugs are illegal, many people worry about what might happen if they talk about drug use. It’s important to know that in most cases, doctors have to protect your privacy—it’s the law. 
 In BC, the Alcohol and Drug Information Referral Service can help you find information on treatment options, support groups and other resources throughout the province. It’s free, confidential, and available 24/7. Call the Alcohol and Drug Information Referral Service at 1-800-663-1441 or 604-660-9382 in the Lower Mainland."
4373204,How do I know if I'm drinking too much?,"Sorting out if you are drinking too much can be complicated. You are unique and your relationship with alcohol is unique. No one has the same combination of life experiences and influences that you do. So even though you and your friend may choose to drink, how and why you use alcohol may be different. 
 Those of us who drink, seek benefits from alcohol, not difficulties. But sometimes we start using more, and more often, than makes sense. As a general rule, drinking alcohol becomes a problem when it negatively affects our life or the lives of others. Many people imagine this refers to people who consume alcohol “all day every day.” But even drinking too much on a single occasion can lead to a problem, for instance making a poor decision such as driving while impaired. 
 What’s also important to recognize is the potential for negative consequences related to drinking in various contexts (i.e., places, times and activities) and over time (e.g., coping with chronic problems). You can get personalized feedback related to your pattern of drinking as compared to Canada’s Low-Risk Alcohol Drinking Guidelines via the Alcohol Reality Check screening app. This short, simple screen can be used by people of all ages. 
 All alcohol use involves some risk. The reasons people use alcohol can influence their risk of developing problems. For instance, if a person uses alcohol to enhance special celebrations, only occasional social use may follow. But when a person drinks to cope with a long-term problem such as social anxiety, then more long lasting and intense use may follow. 
 By reflecting on your pattern of drinking you can manage your risk for immediate injury or death, your chances for long-term health consequences such as cancer or heart disease, and your risk of developing habitual patterns of drinking that may lead to these harms. 
 Whenever you decide to drink alcohol, it is helpful to know what steps you can take to ensure that your drinking behaviour is the most rewarding and least harmful possible. The following are some useful guidelines to consider. 
 Not too much. Managing how much you drink on a given occasion helps decrease risky behaviours. 
 Tip: Drink slowly and alternate between non-alcoholic and alcoholic beverages. 
 Not too often. Drinking in moderation helps to reduce harms to ourselves and others over time. 
 Tip: Keep less alcohol at home and set limits on how much you are going to drink each week, avoiding drinking on some days. 
 Only in safe contexts. Making informed decisions about where you drink helps to minimize alcohol-related harm. 
 Tip: If going to a bar, stay with a group and choose an establishment that is well lit and near safe transportation options. 
 For information on treatment options and resources throughout BC, call the Alcohol and Drug Information Referral Service at 1-800-663-1441. In Greater Vancouver, call 604-660-9382. 
 To better understand how substances play a role in your life, visit the You and Substance Use workbook on the HeretoHelp website. 
 The Canadian Institute for Substance Use Research, formerly CARBC, is a member of the BC Partners for Mental Health and Addictions Information. The institute is dedicated to the study of substance use in support of community-wide efforts aimed at providing all people with access to healthier lives, whether using substances or not. For more, visit www.cisur.ca."
7807643,"If cannabis is dangerous, why are we legalizing it?","Cannabis smoke, for example, contains cancer-causing toxins. However, the risk of developing some cancers (e.g., mouth, tongue and lung) is less for cannabis smokers than tobacco smokers, partly because they tend to smoke less than tobacco users. And, while all drugs have an effect on the brain, the particular properties of the drug influence the level of risk of harmful consequences. The negative effects of cannabis on the brain, for example, seem to be less than the effects of some substances such as alcohol. 
 Legalizing cannabis provides an opportunity to put in place regulations to minimize potential harms. The danger of buying and using any illegal drug is that we can never know for sure what exactly is in it. Cannabis is legal in Canada as of October 17, 2018. Adults (over age 19 in BC) are now permitted to possess up to 30 grams of cannabis in public. Cannabis is regulated by the Province of British Columbia and will be sold through the Liquor Distribution Branch. Cannabis will be tested for quality. 
 When drugs are produced and obtained inside a regulated system, it is possible for us to know about the contents and dosage of what we are taking. This helps us manage the risks. However, it is likely that cannabis will still be available outside the government system. It is important to know that the quality of cannabis obtained from a dealer or a friend is unknown and may contain contaminants like mold, mildew, or fillers that may be toxic. 
 The legalization of cannabis also provides us with openings to engage in honest and thoughtful discussions about drug use with our families and communities. When dealing with complex issues, like cannabis policy, no one has all the answers. But as community members, we all have thoughts, feelings and experiences around drugs and drug use to share with each other. Engaging together to explore and share ideas will help us discover how to manage use, as individuals and communities, in ways that maximize benefit and minimize harm. 
 The Canadian Institute for Substance Use Research, formerly CARBC, is a member of the BC Partners for Mental Health and Addictions Information. The institute is dedicated to the study of substance use in support of community-wide efforts aimed at providing all people with access to healthier lives, whether using substances or not. For more, visit www.cisur.ca."
4352464,How can I convince my kids not to use drugs?,"You can't. But you can influence their capacity to make good choices in a world where alcohol and other drugs are available. It's about helping your child develop the skills to assess what might be helpful in achieving their goals in life. It's also about nourishing a supportive relationship, so they know where to go with questions or problems. 
 Opening up a discussion about drugs can help strengthen your relationship with your child. Inviting and allowing open, honest conversation about drugs (or any other subject) makes your child know that what they are thinking, feeling and experiencing matters to you. The goal is to get your child talking and sharing their thoughts and feelings. 
 When young people are asked thoughtful, open-ended questions exploring what they think, it helps them become interested in their own thoughts and behaviour. This process of self-reflection is part of developing critical thinking skills, a part of good decision-making. Critical thinking skills are actually an essential part of reducing the risks related to using drugs. Once young people have considered something carefully, they are a lot less likely to act out of impulse or in response to influence. 
 There is no rule about how or where a conversation about alcohol or other drugs should start. Even young children know drugs are a part of our culture. They see people drinking around them and are exposed to drugs on TV and in advertising. This makes it a subject that can be brought up naturally while getting ready for a family celebration where alcohol will be present, or if you are planning to visit a relative who uses tobacco, or while swapping stories at the dinner table about what happened at work and school that day. 
 Talking with teens and young adults about drugs as they make choices on the path into adulthood helps them to develop personal standards, minimize risks and critically assess popular beliefs about drug use. This can be particularly important as they transition to the legal age for using alcohol or cannabis and move out of the family home. While young adults have more independence and more legal rights, parents can continue to be an important sounding board on which to try out their thoughts and ideas. 
 The Canadian Institute for Substance Use Research, formerly CARBC, is a member of the BC Partners for Mental Health and Addictions Information. The institute is dedicated to the study of substance use in support of community-wide efforts aimed at providing all people with access to healthier lives, whether using substances or not. For more, visit www.cisur.ca."
6521784,What is the legal status (and evidence) of CBD oil?,"Cannabidiol or CBD is a naturally occurring component of cannabis. It is extracted from the cannabis plant and often made into an oil for use. CBD is not psychoactive, and does not produce the ‘high’ of THC (tetrahyrocannabinol), the primary psychoactive component of cannabis. CBD is legal in Canada and has been used in the treatment of various medical conditions. 
 All cannabinoids, including CBD, produce effects in the body by attaching to certain receptors in the brain or immune system. The human body also produces its own cannabinoids. It seems that CBD does not attach directly to receptors. Instead, it directs the body to use more of its own cannabinoids to produce the therapeutic effects associated with CBD. 
 Research suggests that CBD may provide relief for chronic pain. Sativex is a proprietary medication that combines THC and CBD and may be prescribed for the relief of pain associated with multiple sclerosis. There is also some evidence suggesting that CBD may be a promising support for people with opioid use disorders. The researchers noted that CBD reduced some symptoms associated with substance use disorders including anxiety, mood-related symptoms, pain, and insomnia. 
 After researching the safety and effectiveness of CBD oil for treating epilepsy, in 2018, the United States FDA approved CBD (Epidiolex) as a therapy for two rare conditions characterized by epileptic seizures. Other evidence suggests that CBD may be useful in the treatment of schizophrenia, though further research is needed before introducing CBD into medical practice. 
 There is some initial evidence that CBD may help people in the early stages of Alzheimer's disease keep the ability to recognize the faces of people that they know, and thus slow progression of the illness. Again, more research is needed in this area. 
 Because of the way cannabis and its products are metabolized, scientists believe there is a potential for interaction with other drugs, although nothing significant has yet been recorded. CBD has been found to be generally safe. Reports from patients indicate that negative drug interactions are not common. As with any other treatment, it is important to monitor your use of CBD and seek assistance if you experience any problems or have questions or concerns about its use. 
 The Canadian Institute for Substance Use Research, formerly CARBC, is a member of the BC Partners for Mental Health and Addictions Information. The institute is dedicated to the study of substance use in support of community-wide efforts aimed at providing all people with access to healthier lives, whether using substances or not. For more, visit www.cisur.ca."
3221856,What is the evidence on vaping?,"""Vaping"" is the term for using a device where liquids, often flavoured, are turned into vapour (hence, vaping) and inhaled. A vaping device consists of a mouthpiece, tank or reservoir to hold the liquid, a heating element and a battery to power the element. The liquid is heated to become a mist, inhaled through the mouth into the lungs where the nicotine or cannabis enters the bloodstream. Any residual vapour is exhaled. Vaping devices come in several types, shapes, and sizes, referred to as e-cigarettes, vape pens, vapes, mods, tanks, or e-hookahs. Vaping liquid (e-liquid, e-juice) consists of a solvent, usually propylene glycol or glycerol, flavour, and nicotine or cannabis, though it may not contain anything. In British Columbia you must be 19 years old to buy vaping products. 
 The number of young people who smoke cigarettes has declined over the past few years, while vaping has increased. E-cigarettes were developed as an alternative to smoking. The first devices were available in 2003 and looked much like a traditional cigarette. Nicotine vapour contains significantly fewer toxins and other particles than smoke from cigarettes. Vaping is a less harmful alternative to cigarettes and evidence suggests, it may help some people quit smoking. Evidence suggests vaping is likely not a gateway to smoking tobacco. 
 Though less harmful than smoking cigarettes, vaping still carries potential harms. There is a small exposure to nicotine and possible carcinogens in the vapour. (A carcinogen is a substance that has the potential to cause cancer). Some evidence suggests that young people may be unaware the vaping liquid often contains nicotine. E-cigarettes are not controlled and the nicotine content of vaping liquids varies significantly among brands. Other chemicals, flavourings, and heavy metals present in vaping liquids, have not as yet been well studied. Long-term health risks from vaping are thus undetermined. More research is needed in these areas. 
 Marketing strategies for vaping products, often on social media, are designed to appeal to young people. The range of flavours available, especially those that are fruity and sweet, and the look and feel of vaping devices attract youth. Young people can see vaping as fun and a way to socialize with friends and 'smoke' in a less harmful way. 
 Making the time and space for discussion and exploring the issues around vaping is one important way we can support young people and indeed, each other, in making good decisions about if, when, or how much to vape. We offer, ""not too much, not too often, and in a safe context"" as one way to think about using any substance. What this means to you may be a place for talking to start! 
 The Canadian Institute for Substance Use Research, formerly CARBC, is a member of the BC Partners for Mental Health and Addictions Information. The institute is dedicated to the study of substance use in support of community-wide efforts aimed at providing all people with access to healthier lives, whether using substances or not. For more, visit www.cisur.ca."
